Time Stamp,CAN ID,DLC,D0,D1,D2,D3,D4,D5,D6,D7,Flag
1478195722,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195722,350,8,5,20,74,68,78,0,0,41,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195722,043f,8,10,40,60,ff,7d,8b,9,0,Normal
1478195722,440,8,ff,0,0,0,ff,8b,9,0,Normal
1478195722,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195722,316,8,5,22,28,0a,22,1e,0,6f,Normal
1478195722,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195722,260,8,18,22,22,30,8,8f,71,25,Normal
1478195722,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195722,329,8,dc,b8,7f,14,11,20,0,14,Normal
1478195722,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195722,02b0,5,ff,7f,0,5,d0,Normal,,,
1478195722,430,8,0,0,0,0,0,0,0,0,Normal
1478195722,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195722,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195722,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195722,2,8,0,0,0,0,0,8,0e,f6,Normal
1478195722,350,8,5,20,84,68,78,0,0,b1,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195722,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195722,043f,8,10,40,60,ff,7d,8d,9,0,Normal
1478195722,130,8,10,80,0,ff,15,80,0e,4b,Normal
1478195722,131,8,fb,7f,0,0,45,7f,0e,f8,Normal
1478195722,140,8,0,0,0,0,12,0f,2e,93,Normal
1478195722,440,8,ff,0,0,0,ff,8d,9,0,Normal
1478195722,316,8,5,22,38,0a,22,1e,0,6f,Normal
1478195722,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195722,260,8,18,22,22,30,8,8f,71,36,Normal
1478195722,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195722,329,8,dc,b8,7f,14,11,20,0,14,Normal
1478195722,545,8,d8,55,0,8a,0,0,0,0,Normal
1478195722,02b0,5,ff,7f,0,5,c1,Normal,,,
1478195722,2,8,0,0,0,0,0,8,0f,eb,Normal
1478195722,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195722,130,8,0f,80,0,ff,2,80,0f,21,Normal
1478195722,131,8,fb,7f,0,0,4b,7f,0f,ec,Normal
1478195722,140,8,0,0,0,0,14,13,2f,48,Normal
1478195722,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195722,350,8,5,20,94,68,78,0,0,a1,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195722,043f,8,10,40,60,ff,7d,8e,9,0,Normal
1478195722,440,8,ff,0,0,0,ff,8e,9,0,Normal
1478195722,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195722,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195722,260,8,18,21,21,30,8,8f,70,6,Normal
1478195722,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195722,316,8,5,21,38,0a,21,1e,0,6f,Normal
1478195722,329,8,dc,b8,7f,14,11,20,0,14,Normal
1478195722,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195722,02b0,5,ff,7f,0,5,f2,Normal,,,
1478195722,430,8,0,0,0,0,0,0,0,0,Normal
1478195722,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195722,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195722,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195722,2,8,0,0,0,0,0,8,0,50,Normal
1478195722,350,8,5,20,a4,68,78,0,0,91,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195722,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195722,043f,8,10,40,60,ff,7d,91,9,0,Normal
1478195722,130,8,0e,80,0,ff,fc,7f,0,7,Normal
1478195722,131,8,fb,7f,0,0,4c,7f,0,dd,Normal
1478195722,140,8,0,0,0,0,16,3,20,44,Normal
1478195722,440,8,ff,0,0,0,ff,91,9,0,Normal
1478195722,316,8,5,21,38,0a,21,1e,0,6f,Normal
1478195722,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195722,260,8,18,21,22,30,8,8f,71,15,Normal
1478195722,02a0,8,24,0,99,1d,97,2,bd,0,Normal
1478195722,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195722,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195722,02b0,5,ff,7f,0,5,e3,Normal,,,
1478195722,2,8,0,0,0,0,0,8,1,4d,Normal
1478195722,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195722,130,8,0e,80,0,ff,0b,80,1,59,Normal
1478195722,131,8,0,80,0,0,3e,7f,1,1e,Normal
1478195722,140,8,0,0,0,0,18,8,21,de,Normal
1478195722,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195722,350,8,5,20,b4,68,78,0,0,81,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195722,043f,8,10,40,60,ff,7d,93,9,0,Normal
1478195722,440,8,ff,0,0,0,ff,93,9,0,Normal
1478195722,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195722,316,8,5,21,38,0a,21,1e,0,6f,Normal
1478195722,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195722,260,8,18,21,22,30,8,8f,70,27,Normal
1478195722,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195722,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195722,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195722,05f0,2,0,0,Normal,,,,,,
1478195722,02b0,5,ff,7f,0,5,94,Normal,,,
1478195722,430,8,0,0,0,0,0,0,0,0,Normal
1478195722,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195722,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195722,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195722,2,8,0,0,0,0,0,8,2,6a,Normal
1478195722,350,8,5,20,c4,68,78,0,0,f1,Normal
1478195722,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,91,9,0,Normal
1478195723,130,8,10,80,0,ff,18,80,2,52,Normal
1478195723,131,8,9,80,0,0,24,7f,2,a1,Normal
1478195723,140,8,0,0,0,0,1a,33,22,b5,Normal
1478195723,440,8,ff,0,0,0,ff,91,9,0,Normal
1478195723,316,8,5,21,38,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,70,38,Normal
1478195723,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,85,Normal,,,
1478195723,2,8,0,0,0,0,0,8,3,77,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,d4,68,78,0,0,e1,Normal
1478195723,130,8,12,80,0,ff,0c,80,3,eb,Normal
1478195723,131,8,9,80,0,0,18,7f,3,9e,Normal
1478195723,140,8,0,0,0,0,1c,7,23,41,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,90,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,90,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,70,6,Normal
1478195723,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195723,316,8,5,21,30,0a,21,1e,0,6f,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,54,0,8c,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,b6,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,00a0,8,58,82,30,0a,0,1f,2,0,Normal
1478195723,00a1,8,7d,8a,0,0,22,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,8,4,24,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,350,8,5,20,e4,68,78,0,0,d1,Normal
1478195723,130,8,16,80,0,ff,ff,7f,4,94,Normal
1478195723,131,8,0e,80,0,0,1d,7f,4,ca,Normal
1478195723,140,8,0,0,0,0,1e,0d,24,d3,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,90,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,90,9,0,Normal
1478195723,690,8,0,0,0,0,a0,2,0,0,Normal
1478195723,316,8,5,21,30,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,72,14,Normal
1478195723,02a0,8,24,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,a7,Normal,,,
1478195723,2,8,0,0,0,0,0,8,5,39,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,f4,68,78,0,0,c1,Normal
1478195723,130,8,13,80,0,ff,7,80,5,78,Normal
1478195723,131,8,f7,7f,0,0,2b,7f,5,d5,Normal
1478195723,140,8,0,0,0,0,20,2,25,4c,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,92,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,92,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,316,8,5,21,30,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,72,25,Normal
1478195723,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,58,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,8,6,1e,Normal
1478195723,350,8,5,20,4,68,78,0,0,31,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,93,9,0,Normal
1478195723,130,8,10,80,0,ff,1c,80,6,20,Normal
1478195723,131,8,f2,7f,0,0,3b,7f,6,de,Normal
1478195723,140,8,0,0,0,0,22,8,26,aa,Normal
1478195723,440,8,ff,0,0,0,ff,93,9,0,Normal
1478195723,316,8,5,21,30,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,72,36,Normal
1478195723,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,05f0,2,0,0,Normal,,,,,,
1478195723,02b0,5,ff,7f,0,5,49,Normal,,,
1478195723,2,8,0,0,0,0,0,8,7,3,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,14,68,77,0,0,2e,Normal
1478195723,130,8,10,80,0,ff,1d,80,7,b2,Normal
1478195723,131,8,0,80,0,0,45,7f,7,98,Normal
1478195723,140,8,0,0,0,0,24,0,27,e8,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,91,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,91,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,316,8,5,21,2c,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,71,5,Normal
1478195723,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,0c,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,54,0,8c,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,7a,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,8,f4,Normal
1478195723,350,8,5,20,24,68,78,0,0,11,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,90,9,0,Normal
1478195723,130,8,16,80,0,ff,9,80,8,c4,Normal
1478195723,131,8,12,80,0,0,4e,7f,8,a0,Normal
1478195723,140,8,0,0,0,0,2,27,28,ea,Normal
1478195723,440,8,ff,0,0,0,ff,90,9,0,Normal
1478195723,316,8,5,22,2c,0a,22,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,22,22,30,8,8f,75,10,Normal
1478195723,02a0,8,24,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,6b,Normal,,,
1478195723,2,8,0,0,0,0,0,9,9,e9,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,34,68,78,0,0,1,Normal
1478195723,130,8,19,80,0,ff,1,80,9,89,Normal
1478195723,131,8,12,80,0,0,56,7f,9,a9,Normal
1478195723,140,8,0,0,0,0,4,20,29,0b,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,93,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,93,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,316,8,5,22,2c,0a,22,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,22,22,30,8,8f,75,21,Normal
1478195723,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,1c,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,0a,ce,Normal
1478195723,350,8,5,20,44,68,78,0,0,71,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,95,9,0,Normal
1478195723,130,8,18,80,0,ff,9,80,0a,ff,Normal
1478195723,131,8,fb,7f,0,0,52,7f,0a,1e,Normal
1478195723,140,8,0,0,0,0,6,21,2a,63,Normal
1478195723,440,8,ff,0,0,0,ff,95,9,0,Normal
1478195723,316,8,5,21,2c,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,74,34,Normal
1478195723,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,0d,Normal,,,
1478195723,2,8,0,0,0,0,0,9,0b,d3,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,54,68,78,0,0,61,Normal
1478195723,130,8,17,80,0,ff,0d,80,0b,b8,Normal
1478195723,131,8,f7,7f,0,0,38,7f,0b,e7,Normal
1478195723,140,8,0,0,0,0,8,28,2b,61,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,93,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,93,9,0,Normal
1478195723,316,8,5,21,2c,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,74,2,Normal
1478195723,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,545,8,d8,0,0,89,0,0,0,0,Normal
1478195723,05f0,2,0,0,Normal,,,,,,
1478195723,02b0,5,ff,7f,0,5,3e,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,0c,80,Normal
1478195723,350,8,5,20,64,68,78,0,0,51,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,90,9,0,Normal
1478195723,130,8,13,80,0,ff,0,80,0c,7,Normal
1478195723,131,8,f2,7f,0,0,1a,7f,0c,b3,Normal
1478195723,140,8,0,0,0,0,0a,26,2c,de,Normal
1478195723,440,8,ff,0,0,0,ff,90,9,0,Normal
1478195723,316,8,5,21,28,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,73,14,Normal
1478195723,02a0,8,24,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,54,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,2f,Normal,,,
1478195723,2,8,0,0,0,0,0,9,0d,9d,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,74,68,78,0,0,41,Normal
1478195723,130,8,12,80,0,ff,f3,7f,0d,2,Normal
1478195723,131,8,fb,7f,0,0,18,7f,0d,22,Normal
1478195723,140,8,0,0,0,0,0c,29,2d,65,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,8f,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,8f,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,316,8,5,22,28,0a,22,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,22,22,30,8,8f,72,24,Normal
1478195723,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,d0,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,0e,ba,Normal
1478195723,00a0,8,58,82,28,0a,0,1f,2,0,Normal
1478195723,00a1,8,7d,8a,0,0,22,0,0,0,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,350,8,5,20,84,68,78,0,0,b1,Normal
1478195723,130,8,12,80,0,ff,fa,7f,0e,a6,Normal
1478195723,131,8,0,80,0,0,27,7f,0e,3e,Normal
1478195723,140,8,0,0,0,0,0e,29,2e,41,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,90,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,90,9,0,Normal
1478195723,690,8,0,0,0,0,a0,2,0,0,Normal
1478195723,316,8,5,22,28,0a,22,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,22,22,30,8,8f,72,35,Normal
1478195723,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,c1,Normal,,,
1478195723,2,8,0,0,0,0,0,9,0f,a7,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,94,68,78,0,0,a1,Normal
1478195723,130,8,11,80,0,ff,0e,80,0f,93,Normal
1478195723,131,8,fb,7f,0,0,3a,7f,0f,2b,Normal
1478195723,140,8,0,0,0,0,10,33,2f,3b,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,92,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,92,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,71,4,Normal
1478195723,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195723,316,8,5,21,28,0a,21,1e,0,6f,Normal
1478195723,329,8,40,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,f2,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,0,1c,Normal
1478195723,350,8,5,20,a4,68,78,0,0,91,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,92,9,0,Normal
1478195723,130,8,0e,80,0,ff,16,80,0,d9,Normal
1478195723,131,8,f2,7f,0,0,55,7f,0,c9,Normal
1478195723,140,8,0,0,0,0,12,23,20,37,Normal
1478195723,440,8,ff,0,0,0,ff,92,9,0,Normal
1478195723,316,8,5,21,28,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,71,16,Normal
1478195723,02a0,8,24,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,86,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8b,0,0,0,0,Normal
1478195723,05f0,2,0,0,Normal,,,,,,
1478195723,02b0,5,ff,7f,0,5,e3,Normal,,,
1478195723,2,8,0,0,0,0,0,9,1,1,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,b4,68,78,0,0,81,Normal
1478195723,130,8,8,80,0,ff,0d,80,1,8f,Normal
1478195723,131,8,e9,7f,0,0,66,7f,1,fc,Normal
1478195723,140,8,0,0,0,0,14,22,21,63,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,91,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,91,9,0,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,316,8,5,21,34,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,21,30,8,8f,71,27,Normal
1478195723,02a0,8,44,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,86,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,54,0,8c,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,94,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,2,26,Normal
1478195723,350,8,5,20,c4,68,78,0,0,f1,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,91,9,0,Normal
1478195723,130,8,1,80,0,ff,9,80,2,21,Normal
1478195723,131,8,e9,7f,0,0,63,7f,2,52,Normal
1478195723,140,8,0,0,0,0,16,22,22,47,Normal
1478195723,440,8,ff,0,0,0,ff,91,9,0,Normal
1478195723,316,8,5,21,34,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,72,36,Normal
1478195723,02a0,8,64,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,86,b8,7f,14,11,20,0,14,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,85,Normal,,,
1478195723,2,8,0,0,0,0,0,9,3,3b,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,350,8,5,20,d4,68,78,0,0,e1,Normal
1478195723,130,8,1,80,0,ff,18,80,3,ab,Normal
1478195723,131,8,0,80,0,0,4f,7f,3,e3,Normal
1478195723,140,8,0,0,0,0,18,27,23,32,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
1478195723,043f,8,10,40,60,ff,7d,93,9,0,Normal
1478195723,440,8,ff,0,0,0,ff,93,9,0,Normal
1478195723,316,8,5,21,34,0a,21,1e,0,6f,Normal
1478195723,018f,8,fe,57,0,0,0,41,0,0,Normal
1478195723,260,8,18,21,22,30,8,8f,72,3,Normal
1478195723,02a0,8,4,0,99,1d,97,2,bd,0,Normal
1478195723,329,8,86,b8,7f,14,11,20,0,14,Normal
1478195723,04f0,8,0,0,0,80,0,67,d1,13,Normal
1478195723,545,8,d8,0,0,8a,0,0,0,0,Normal
1478195723,02b0,5,ff,7f,0,5,b6,Normal,,,
1478195723,430,8,0,0,0,0,0,0,0,0,Normal
1478195723,04b1,8,29,27,27,23,0,0,0,9a,Normal
1478195723,01f1,8,8,0,0,0,0,0,0,0,Normal
1478195723,153,8,0,21,10,ff,0,ff,0,0,Normal
1478195723,2,8,0,0,0,0,0,9,4,68,Normal
1478195723,350,8,5,20,e4,68,78,0,0,d1,Normal
1478195723,02c0,8,15,0,0,0,0,0,0,0,Normal
1478195723,370,8,0,20,0,0,0,0,0,0,Normal
